range	bloomHash	bloomSize	indexHash	indexSize
013224265-013227038	QmNUut7p5qrCg5FxGEPTaKfL4cLTLJhsVqyeqHSBFaQrDy	917570	QmaLj5D7ExSdVrmmGywGpxtKhdBoogatdxvuKnUbs2joNi	25543704
013227039-013229754	QmZybVnYPxA4cPRd2KkXSvXwknTuixbaTRHiJ6qKRs2D91	1048646	QmZK6Mzgp3Wnz16QigJsm4FzhGaC9vpGTzFuxF3iicq8uS	26988036
013229755-013232471	QmP4nGwupnQs4wZH4PoFtyzqu4dg2EJijsUPcLZb6vAUM3	1048646	QmReRKGkY1VLGsUZRanSDwBBWVDg2SkKV828jm4DctiZC3	26669124
013232472-013235271	QmdSd88KeanvizMaZeAaMSwteGMThHuqahXmikUN4Xp7Cm	917570	QmcMVC1rCeZhh4QzEcBXnKGxoENV4m8jSB6UvgKC9dLPma	25802524
013235272-013237853	QmYE2scoAdyarZwtJzrDdhxNdMBHHa7Q9kdWum5D4NEA8P	1048646	QmR9gwiRFxoMUscgkv2ViAia9WdeFcDkQauMa52gs4xD3S	26456460
013237854-013240608	QmSGZF7HdBJW1nhpfCdmdWCpuGP3A32kg1Zavx5M9TZBba	1048646	QmTRjkJEL57oWC62aC2akok8CmN9gdj5qWvPzApWt7Jswb	25815244
013240609-013243200	QmTHGxHPDgF2bYeVMbDobP7eK2gtPtDkSdNbDFq3TYmdWk	1179722	QmdDZ9KvoRUypqiSu7gRe2quuJjHEby1svK8Qc8Mumh3vp	27714180
013243201-013246193	QmZcFJjGVMknzjtdC5j8bkyTSQzNHYpeWeDbfj4XphU6nL	917570	QmdVPEJZLstENnyjobeZn8JcokdqKhZFzyXQZr8fRV978w	25572828
013246194-013249024	QmUVJsHncm6ifNQ8VvwVkaRJvnWHjLBmh38cW276RigMVs	1048646	QmVURnpjgyuXW6ahKr363TG91Gs1BsdYTYrBTnu1dPcLTM	26445856
013249025-013251908	QmSKbbjySfB5LzPfEh1irniE8VubtgemwmWkT6DAFjpMfj	1048646	QmQikA4tpDDspSeMitxasWyiHteaM6mBsorYMqKYSVwERY	25960052
013251909-013254899	QmQAVT1zGmDMxq6jNppuRk3RC6RF8z825DJrRvrzCQLTVL	1048646	Qma5Bmuo4KR5uXQBJq7jtEi5fGdDDdZXo9NeZgP3oKj8w8	26220724
013254900-013257613	QmWpkCjoEN4vazBuLVYDrvdnbLBLmpYHkY14fs9X5CZ5my	1048646	QmWXyNTRgPR5aYnamerDG1RN7UvemCTDCfNLxgy1SRtrCj	26079712
013257614-013260474	QmRFvukmRoRNLMhaYspxhDDyAhmaA9fzMS3XbCZNgRMAPu	917570	QmRy4HSCMCvb3MxmLhTvBXE7CNfgTK1nhcMZaRtLnKNsm6	24797292
013260475-013263140	QmUDEcP5ZxsvFrvPieLANPZDXZiLuMatR3k6XX34B2Tm5S	917570	QmPrBT2WxkKkxPxDdsU4oZK4jpCYDSy98YizycvuHvCY4G	25673364
013263141-013266023	QmdE5HCv8ErgfY5GS3Fxhs8oPATvk9J2N3biGfzT3REybB	917570	QmZZqgzBVC8U67A73vq15fQu4jb5fPmpF1vsDp1Ugmq2iZ	25242276
013266024-013268741	QmfYXDTHmgnpZV9ABkWdN5FQaVTBscEP5RLSm2tRHokx8b	1048646	QmNwyF7PAd2YLFDAvfbgVgZPcxpGMG8C42biNQghztQ97A	26073068
013268742-013271610	QmcQsLYn6U3NKCqyujnjvZwm7kc7bSzXrbrmH2CU57Paxz	917570	QmXDzykuTwNGJH6bo3B6jtVtxY7fAEebLdqRbyZXY25LHR	25728776
013271611-013274344	QmfYTf96LbRoDWwVBVP9KB6hrPkztSKCA8C9DYMHi6wxRC	917570	QmV3iCak7KVfpK7uLxzgYVNeoHVNgNov4oeToRnYzFJN7K	25723116
013274345-013277050	QmNiHpraQChHEY2X1F8Fnm4kwhKhJ5k58MJf9gdH5mtw9e	1048646	Qmb2kxbYK4FQrDsfveNkH77WuywTmtTjyQ1eM6C44rZrgy	26102040
013277051-013279903	Qmc5pLNXz6hT54FjrC6dJphc19jTy6gPUS9FXQiWDbTJKF	917570	QmehHd2LkCZosGedtxpB4hZsy3M7sHSG4prA72qxrSP4iJ	25645312
013279904-013282686	QmakhmigU7ERLUAF85rUqS5YVwhjDrXq2YCu5Eh1Va3tvg	1048646	QmfAEg6gPRAa9gyjw7yW6gUNu5VQ2bUdDwKUxak2N9yb5o	26381012
013282687-013285549	QmczHpHiJnzVjg4hxZQ4MNH1QrwBHpUjdMj7ZEVPZyodoo	917570	QmV2qgeDixM4EWpC5R4BEbf8edVqT842zmMbTBSWntBU59	25701664
013285550-013288237	QmXwKT4y4VL5Hnu8nSChcfKyxXZDHkpxHRtNEHBpPbrmg3	1048646	QmTkyGkBypdpvan7Ef7LpAphuDjUW1TiGzmqgbRFSPprH2	26495276
013288238-013291183	QmUevaNurnwvPCU2DJX3CWcLm2FXh5ECGq2uLezoz3FsYQ	917570	QmcBZeRnrHzbKBRCMi7zEe8d2nDKY2wG426Gps5kbJzS33	25743852
013291184-013294047	QmdtXM93eUtGFHxNHNU3i38HXv4VD9jANfFcWDX4LXtD6P	1048646	QmaZsWvzHZ6N42voK1gYtnYVG78XatfaEZnyFhepEgbBiV	26105056
013294048-013297017	QmRNcTbHkCK8qSkiDoYXNfsxuGWE3Cu7VcNbUfD4nvvRUY	1048646	QmP2vzqwzeP6ZUCTHQ4bsTYzsZrAj8fL9XPNpDCWPMHGxf	25914004
013297018-013300000	QmSDsirw3eP9SPhFiufiPzRCBuKZgwTHVBUPU5FNjjhxY9	917570	QmVHpKvcVC8tv5rBxwYdonVS1oy4pmxPDwPfK91NJKUB3r	24929824
013300001-013302825	QmPTk3FYfsYCmqnhhPdCdgfvEb9yPFmZt97uHvUmjYLWR4	1048646	QmWNfrP9vcBdAbR7EMJMb8Pjug9fBUSuTCCAM5kq6GJVHm	25906268
013302826-013305811	QmVQXd63fwWsDry6M4Wo3PmEKAHxnuRFgnfVw1iy9fJhXm	917570	QmcUJic1beNhFutbp757fUF4Xv4WuzbnQ6cwwXsnTLzxzV	25237808
013305812-013308629	Qmahyaj4cd7PML5NyiGhgio3V6gosAzSeas71VFqkoZxMR	1048646	QmY55M4t7NQx32WfcrEZP1RvxDLgnbuTQ6aXh6yNWT9xuE	26581936
013308630-013311677	QmTJTNiJw7TsrVzuGjATTCEe3YQg1GfCQwWjjWftT1gwb7	917570	QmZ7AW1xmAMDD7pkd9Wtbus2JdakA8vdEuz2fdUFczL9ns	25350800
013311678-013314547	QmQru6QzLWqnnq9PNYyCx5BQFESSmijciTbdph1ZrTshwa	1048646	QmYtui1SK52LbnKT5SK4UFaDHcFww173kRf8qto8474yhp	26343044
013314548-013317544	QmeMQWs1XMbTptu3ZWrR7N9xRXEaCocrtfGXAycZh3BnvY	917570	QmasuvVtLAA36x9Rmak3JztUyMLgnJtaDFwtX9q6UvXvhz	25223864
013317545-013320354	QmRvHz7bF6Jmb5ncPWUiN7wtby7FFihqLuqUTUbtcwrz1H	1048646	QmQMRWRfKLg5yR1Ykf17WcFKR47N1SrppBhEQT1rwKWRMp	26251904
013320355-013323254	QmSMxD3GLJCKRn1mEuRDvRSQs47CrwCUfbwiS6kzVXrjmx	917570	QmNqSTgza8QVbi4oT66QimTRaMw8PbuawHyJM7GbvnEvg7	25384236
013323255-013326057	QmR79ExWzEZMXhet4BKWKVWZJ6YP34oHVFKuxd8bcBuUGt	917570	QmYpnJAbVXGLjXvWy27tuTABLHWa6URCxFMND3oyC4opis	25755648
013326058-013328910	QmXBm3wU66hApnksfc5H7q7zd1swzWWKSLicRyznbibkKY	1048646	QmUZtTY5u9SEPJKDcVdyg1iLS2R8cXGm2UfMxi7QrSroQQ	26266664
013328911-013331977	QmZzk4HycnFpjAs7HwzJXRxeWMB2RHBNHBuse2hLijbGHT	1048646	QmUapPCgUHz6qFk3qeNM43GN19o6T34RtdCut92UJiRKKj	26497380
013331978-013334653	QmPJGzRGE8N1T6Gmqmc6CGaArmSscxX28F2DwRtimzhmo4	1048646	Qma1eJQgwPUf1uDZVkFT3jAf9zwZDhoHT7ZVw1n4raUCwe	26786960
013334654-013337526	QmbkjZzMarLUW3ZFBkrp6B9s9rucQrkJfRXMTcdZPjkC93	917570	QmQinpSweGxUheg34Uft5VBVqHRenSf6T9rWdFzLms8WUj	25505580
013337527-013340418	QmSoRoWT7Fs1UYfGweWTeVGqm9q1nGxNysr6ep19ZjMbTL	1048646	QmXEyjd9aFmphDLcXYu8RJM99HP2bzmgxCvHPJeoYx396p	26353780
013340419-013343305	QmYd1qN8K4tYE522CnEBYNRJAXyqhujQpvSyj4NBSoB23Q	917570	QmSRz2VecjPxKreBJs6MNVNsXLD6qxjVRmPNFrUn8Bqnsd	25586028
013343306-013346063	QmVUWzpABpgPUvNnyVTdkGLbXgoLKcbg3cz5XQEnKZvyBo	1048646	QmZqjGwpNgmgycsWWV2d3qZwJTahHEdYwuBdvgD5uFDqdV	26404776
013346064-013348861	QmXRWAnQLvbxCsQtZWmJgr4JHvssUGiVfbfFBCCGytYFix	917570	QmUnQGGrjuEB3Y8AcRr4857zbsgJsP6hAaLA2TJSEf8Ubg	25582964
013348862-013351760	QmcRYrbB5trx5eQ1pyZSztmc4Hb6r6Aip94ukDAmc1nhYK	917570	QmYY2P7tx9kBn7KsKR4odvXUKCaHjkFFsrmETwprc7j2E6	25684268
013351761-013354616	Qmf5NY7RPmH1B66WYrUFhVmmmXb7G253s1GjkhYZL4SFiF	1048646	QmQjc3GocGgukCnCcQm8vKzzyYH2GWP7CVjeqXqaTH2d9D	26054700
013354617-013357341	QmW6YDsVchfmwUGTwgne48k3R8PoWDY5mdo58hP5gQ9LWT	917570	QmX2p9zcu1ct2hnU4k3hVELMyUyjU1jbTE87f6kumnFtYN	25443188
013357342-013360051	QmRrWDUdL5LUeCcBmQUwHSdmmucHWKZJnnCQ2D8Gbw3zwv	1048646	QmUxJNJTy1SgN5RJUpKVCv2VYjvAXtH3wgEYoT1BLFvdSh	26758940
013360052-013362778	QmTzwah56C6sLDnwcfnuL8edui5U1upZyRNAY1h1QuEpEv	1048646	QmZsxQbbLVon8vPDYTJAf78dXzkW7aNo9Gakfw8e3o3FyG	26254612
013362779-013365645	QmXvhdhXFNPV1v8VSVZLY3x1GReVyhrbDphDNvSsDunuMg	1048646	QmcGnsqQgSXJiPRmCU51jCLmmEJksqpQpcs7j3rqNaG8YJ	27065824
013365646-013368173	QmXxyDyYZhMxCNr8iNhHWDXPCUWXbpxFcdCcEq7L1tN9DK	1179722	QmUT6n9r7qp3Q2Vf2QNcVyC7C3c4B8vnY195ximsL6MD8Z	28382928
013368174-013370749	QmU5ZfMD9gTsfrGqxjdKJvUPFbwPB8ht6aN1HQ48tU2XUu	1179722	QmfALJYiW2UZu41idK1iSaEdP9wcvrzbXuSZ48CgYsMnsc	27394276
013370750-013373319	QmdXTmTXFSCeNcVgiz5mrwtV3q5Fn5GSdyUsaLu6cdURZa	1048646	QmS86awLj5HpdvmT7pZVQYuBBzER6GKK5icdEZP8xEMk4z	26779740
013373320-013375938	QmZTJqafr7E4rH4YBkBiYKTVwMbU4rGVhuzKwkL1JT4jhS	1179722	QmTbhDxnERRueywV6mSyFcTm2ju2uPVEzH8XKoo958BygE	27411784
013375939-013378543	QmXLRcaXL4VMn9DmEiRW1kEqTizJ2UcxD1FqcpFHx6h9hy	1048646	QmX1wUputKk7Z9ZEBMuzwfncG6zMbEBJeBKBFYf1dseoj6	26833788
013378544-013381507	QmNdvA3GpYNheyGARYKZEnuKwyB33Q8THUdik4SeJhyaUa	1048646	QmSvPbCXN8j8ReHr1omG8hNpi9ZWjJEXLfy1bafcokehWP	26072572
013381508-013384283	QmQj8dRJXQ9af7m1HVKCnyXxvsWcE56ytmCmpMbAEsr4RQ	1048646	QmWLKTchkMMAEeGU146ENF1WkC5tJoo4g8dMjeVQnZF5U7	27016344
013384284-013387068	QmUnr4Fxbof6Sxai96KVBX7rg8WUMEnjwLtu1aG25Yb94a	1048646	Qma3XTNdAevPZ1vZHhxgeA5MpGc9LPdX2NGgm3LaEk1dtV	26349548
013387069-013389874	Qme19rDtRYXQ67PmgGDqS3DsWVfSTyNxwTmpVgXHcopDqa	1048646	QmVsCUbQGv9YNHFGXDrGbpyBLpbKoCorqkdk9vTNvimq62	26495808
013389875-013392800	QmXaWc4E5bj323dNYCaDfZKf6LaeYZSU5hWoEECK5wKmFz	1048646	QmcTjUbTBDM1YZvUZoFveY1SWNckiDRW2odzy25uscvQMX	26188352
013392801-013395807	QmSLx7SVUEAAkqKLZjuGDhHnkqsXwSMqNpHokduoXLUVnN	917570	QmY9TM2JbYzqC6ZKSCyaVE9FynGFDTjrd427S74oJNHxor	25532424
013395808-013398620	QmQxZfmgMoCC8zpFeRPGhhqG9uGqToyJpsAuvnuQKqV8wQ	1048646	QmbsTCrC5T3iXB7C6p2bKhVRJskhovomrbGEGdk6c1fx9z	26257996
013398621-013400000	QmWqo9Xes5tR78qfd72ww4um9ZM1xqN9Wys1xZYBi4gZw2	655418	QmTMMm7V8sfLm187cTSbN3VWpL9k9o8xfxZqWyTsXfqYjD	14350676
013400001-013402788	QmUmz7iUkXgPSwmeYS9L9fsHueAyAeHYNLayTTVhg6gd1J	1048646	QmYz66c5wHtodzSRPDyjPoYAmYAxfdxKwJiogmxiwLt4fB	26163840
013402789-013405509	QmYTiy5SkuaKAQZTvftLgiySgN63TjBSY6zhBtx9pcV85W	1048646	QmR1RLHK1Vua71kDFrNm8F4kzivKqFvGC4oqyWxgVNPYXi	26262068
013405510-013408291	QmWRVDQWnL5Ez6jsw87zZMtf6kiCrGhffhitzP7DdSAo5b	1048646	QmV5RQcnTVtDBm2u3bq5cFVMVt6kr8RULtbTpAHxUTes5V	25847228
013408292-013411054	QmNUWHihwjDM4yJchcY2s691G1GCXJXqBS8Xgwbgmvyfy2	1048646	QmbR322PphffBxozFBuFQCp87tpGceehESKmw5Uu8zn7CS	26121212
013411055-013413802	QmRv3rbaW6VjqU8yC8AzyscqQpFBSyNPB3rSqfBWfsm43e	1048646	Qmb5aB6zcg3QyvfAg9bfoWTxqBdwjTAyinJdUGN5pCVB7s	25855436
013413803-013416561	QmZTja9fPdUFjtBUm558PPkUAkbnp51CyDJgJd2sjNpHhw	1048646	QmTpxLWQYisMZzpHf6YdZq7ZAzgvpCDih9zSukiGMa4tzw	26639204
013416562-013419366	QmP4fkdiPrUwAADh85QCjeoy1himG1KMXdjq8MJmGWRt8S	917570	QmajzrL3VnzAsqUmXRn1yeczu1wGh9HDpLvdCWyqUL16F4	25631340
013419367-013422012	QmNuVRoGxAxZQFUJYbn1mXt5PZh9xjKDW26XhjnMhFuHc3	917570	QmZEnicwmbW4ZmtB1KC8Jh45oMrei9x379at4kwFLaQPwW	25698056
013422013-013424637	QmbxbjC6CSTafBNMWaDmz7qZNhYk66PuDg7g8STFXbqeqP	1048646	QmZu6QsTGFLLBkEjXDLGePD2YasTrBrESr8Es6rcbmmf6G	26611176
013424638-013427438	QmehDV7YL9ZyA2SeuVe74SyNuL9UzFdU3w7yJDNkmZd5yh	1048646	QmWaU2nftDZ5fxbYdtJ3xh6LoYbgTrz9NsNnungfq8JDYg	26471936
013427439-013430323	QmQzBY2fcMtaNbWE2GWVa14hLqHhUbjqYcjN5GPHqi4F8b	1048646	QmaxMdHVLfhseBqd3WLEM9Shm4b1wJWEkcYNnbqqzLMCJB	27097396
013430324-013433392	QmRtTvwX5S31VUaS2URYeBQMTxMLyxTDJtri2zaXTnVEpa	1048646	QmaGguT7NFAcWQr3iFdosiiNGcDAnZYAk75gMU43XpaqD1	26227576
013433393-013436307	Qmbv9FEk3rb6R82M3EsdTNd1AjV14FNxtcQWbP53srRjpS	1048646	QmWhcEQMo5ZvJSqbiuMW5SiVjPDBxJNtuEYg6VD75itDMq	26735848
013436308-013439244	Qme9p3LXJy66eHCr8uUZ12DBWqJQSpgkCNij7ykrfR7rsp	917570	QmehPTkUGUmVFoqZBY573Gq2PZ2ZChYgcQUGGnfwqzaKno	25648976
013439245-013441892	QmdghPwgpanyc2tvoVfBnq45RDMUegvGUrZCbXWj2BHaXm	1179722	Qme4wrjhWbt2tKvk7qvUz3HAcfGKk57U5cbd4TafCbrUQ1	27382052
013441893-013444818	QmUuPRCX5Kyh927BY1kWxucuZwNz22AdSgRv931MTF2R33	1048646	QmPAj3HBAjwE78DeM1LKRhwF3wba7esKN39MhLBAR9qRk7	26016620
013444819-013447617	QmWEBPPQrHgvYQTME5Sfiw7zN3QwETo6rhp5t4WwAJVA5M	1048646	QmNZLUtZYE49iQXQowUo8wbtWxKWEnuMYYGxJVAP34H5Yb	26941192
013447618-013450320	QmXdQWxU6iG4bVwFkugBcoWC8VomcXzfuH4AYmYyKyYrqQ	1048646	QmSc775WNWBSocRM67DRetFwm57AiJCSsybuMTuuMi5j2E	26246196
013450321-013453081	QmNZ6yUdcWYixzaBHpJMRnohPnaZ9RK7bQcPU7cknmaTig	1048646	QmPckzx6ULk1xDSs7BmmJzV6tqrMFhwN94yQNGaQ7RuUnM	26013464
013453082-013455750	QmdEHCcNDxPfrGkQFPbdwqRRtAoKv58L7dGs17Pcxsku6y	1179722	QmeLSz7EmxtaUhaqTf3hfidgyWrw9ZB2zjEHbq1CHkkq7J	27241124
013455751-013458498	QmRUDTybWPXn9LS2Wcj6EqfoKnMTXMZtdorTDrboJFqpJL	1048646	Qmd7YtnBBCVrafaJ2HwCtY14HA9omBP5yM36Ky9Z4v2mwF	26676284
013458499-013461200	QmfFdHaQDy5Qr9T39ChKLmhJg198fLXG5gC9KMxxERRHdw	1179722	QmepCQvbKrZCnc9pHCYxYyg3Va7TZAT5ZZEczu2WXmK7r9	27348300
013461201-013463941	QmbQUQFbttt9vGkJHtQPpus9BmZMFSZbdESW9TsjaXV6aV	1048646	QmRzuSAa4SM7KvZaYjPQwZqE77txZx5P89DB8KPgt9icLR	26262952
013463942-013466700	QmPrEoGtbcdgoFmbShm7VkUjGwQjkbRdK4RWs6xeZjKz4x	1048646	QmfH4B8AsEHUiqfanBEp2j4JBL4XTzRwm4k5AKZi3no4EA	26849928
013466701-013469355	QmQsEkHJsG1uzrfay3vv6gHRypHUHUPjX2SoPE1fzXXPJd	1048646	QmXgc8HKRsYpXuSL55vU9BT5R5vQfVxM2ZT8ZKDB53Z1k2	26707528
013469356-013472169	QmZ7k2ATjFuwc8GF1y6Gi7AjGxveAmn9RinGYFP68JrN7W	1048646	QmW1MFV7XFQGqwnhaZjH4E15M9z9Bx4y3nDEagSpD3X5ey	26206412
013472170-013474934	QmZRgice3ciRFfUPP4tzWx4ESDvZrREcZJ988mQBfWEUJU	1048646	QmXoUKd1JuUn2Lt14XfGTKdcdL69Pc6zURYm6TdR3PrxAE	27193440
013474935-013477706	QmeaDEkSjRQgeQ5A88VdZKaP15RE47cwuMmy5VtEBGmRWt	1048646	QmbCdzzEjhUha4Z2VR9qPA9Yj9JY9TXodbD6JVRCN6PNtz	25956108
013477707-013480412	QmQpeN5iNFViwGmBcpHKoQzCwQUUkF5WrKBMKS1zTCR8Ha	1048646	QmTCE18iY5sgtxpoHvaDKmnuSxNA4BoX9ZppKLFsMbnMMH	26925040
013480413-013483136	QmYZk168N9qhejsUyQbvA5WrYGTAE19btTiwjVGZ6XuXSL	917570	QmbVSHivBw84NsJ8V1CcLvVSdCiaQNh5gPChi8DoFHUyzW	25659940
013483137-013485901	QmbJD9YN1DeumLtbtCQCqwngBzoCTMLVFSwf7RqUhjcynx	1048646	QmVBiT3yBtt2xB5maY2QFH2XLnUcpmZ4pHyq4acaBrWcfg	26435300
013485902-013488560	QmeZsXuAe4dm5EoYsi5PSrptcZ19g8sqtC1C85fJ845x3V	1048646	QmeP1mHpcUS5pbokgTgwtJ7ENeeowdmc1W2Zz3WdrhseYx	26453196
013488561-013491160	QmWj7HhUgmtGMS2NQZCyJAZLYZuU9pJv22KrHaRHXze6ZS	1048646	QmPpmeyva6dRoMkvLpawqTGRfV5XZPxTWms6CsZtjF3AbM	26265484
013491161-013493726	QmdoaCxJvaFvTdQpsyCGLsbxY9k3P6BcTcRwrHycbHvBn2	1048646	QmRUXcwxX93jfT2nHfrK1cduEszHvRoPMLX3Wo7zUTsb2N	26891520
013493727-013496501	QmSAkfa2Z83dySwpy9nDxQFP5F3yuBa7tmVks7t8JCB6mj	1048646	QmZPx1YyKCxnNgVeerkPardY433bagDtdMSiChauDcAAQx	26295104
013496502-013499107	QmRKmSs7JtgCKMppdrahrSXdVcVAgwRUBVAkbB9xBUE2BQ	1048646	QmeQBF7HRnDkQLDYTTcsN1dgn23z7j2g5RAFdYUxo72tSn	26667248
013499108-013500000	QmTyqt1dqBNScSJ4omPD8KyBeiotXHRXkTCYU7cjzmbB8U	524342	QmQydiLLJk8TYxcq1pM3WgWyfehMqrjddxNJ3g158UH4Uz	10216776
013500001-013502590	QmZH9xTxuuLpvGMrytE1ruG5CFXmedyKpCcbZwGQSzoo76	1048646	QmSHBRvaMa8gmGZYanrX4j9voQ4cZf8kg1uB1xskMSJNXn	27121288
013502591-013505065	QmX1KCLMAxKvbo7yomzWC5Gca4LaXkMzHKeocPdxV32LtU	1179722	QmXwbBfiw7NgE2HodNBRQfsxeaWYVvHynHhAaqAgCovPXk	27597340
013505066-013507582	QmTnMZK2xvRqbFE7ZoDKoU2iNJnPaSoVzha4nPQoU8yps7	1179722	QmTdTGjSpFqZymh2QEHb2iM1nXerzAC73pedVdoLasffVR	27394844
013507583-013510088	QmcyBfJ8X7gBEBZVrvRfL6hjEDRzGV6y5s8DF9JbQrQ1iK	1048646	QmcNJ9aAR8MJxMkqh6yzqqKoEHQcNNvBfefC16ACm5sLPd	27138856
013510089-013512642	QmY3ZzzS8sa9U8LEq1gzkVEN1JyD68xHcYJsrKhy3pLzRx	1179722	QmQQMVE3RM5uj9CR7d7J25PuJBu7egWVqer3asjiPmvFjR	27794296
013512643-013515159	QmP1ayDnw8Q57RKVVYb1Y4Rj3omb9nQdKAouBFSt1Ze5Ha	1179722	QmPqCDKv5bLGSrdX96zT2hG2Vy3xn7B7xiZHXLv9uCXbfc	27222808
013515160-013517786	QmS44dEDUswpZ6quKpDUR6FrUaYUV7rUbfpfXoACdnvhbk	1179722	QmX1boJarRPuF6PYVHe8s3xdaWLE8CZMpFiTdsmBYBA6Wk	27637540
013517787-013520352	QmStDVxFchWaswqni2EeC6A83oPv6ue6Tczx7Z763RF4MR	1048646	QmW7aJc5D7Uuvns4wB7txusnKTuRwApmTRwDsJvb9Pdqaz	26881900
013520353-013522908	QmTijheWeg89C4XVJxTk42yhd7Qexn6JXnz7czTXKCkpDT	1048646	QmT5q56jb6chUMK4sLoJ6BTUxqtULMJHNYzxNEy5VHNFQQ	26548724
013522909-013525605	QmPuhKP2UNqTS6dvYj7kuGECd8Vhj1AGUMLyiWzq1tL1SA	1048646	QmReDn68gnsdUHe265H36ttQBQMkcyqnMvAu9PFGb6Nzmb	26917612
013525606-013528351	QmXwK9bcrw2iepQVTLf3M1ibZam6qSwTVUCtC55Ku7cgqf	1048646	QmYsH2HzWirKmXs6Ga91nqQ9L6E7NTrLUNRYwh187uxCYg	26664004
013528352-013531092	QmR2SHKZJAdExD2CaTowpwiZqnQwbt7yzbDzQWu7pg822Y	1179722	QmYYiTTKLnHJ6oMgGZqTB1pe7A3Zg52XyaeLRdoqFEHSCC	27588148
013531093-013533717	QmZ8sqxpjVrG4RHgJpZCnhhRhccN2f4zrrZZqYNz8rgYA3	1179722	QmT7TPdn9kKKz9yVHXgNsdHoDPrsPnqUL1JqgjiKcudCTE	27247244
013533718-013536410	QmdyQHDKb3jGcjWmMEhg4A7NcCG3kehfPojLZaZeNt1wPy	1179722	QmaMVuLkfSE2P6R8SDak2Vj9htAJn7nLkJJutzCGpvoEkY	27482656
013536411-013538908	QmdDhTk4bFD7iW5JeP7bMvUf9TAngHe1eMAzHKxCRXuzYb	1179722	QmRiWNSBgLgy5exccthQKMdCoeVJUmAHNfhhWYKmx5x9SL	27452636
013538909-013541409	QmYmj9xHr4jWr44KTuX5jBxAgXtSrprkN9fmqtGKvsyFYY	1048646	QmS86F8PCUgcfcUo6zMfYuYaWUKkx8QdGa3owdmj3btPhy	26641432
013541410-013543981	QmdWJqKsvM988su8DNPQn1vitPg4DKB35tNeJEYUCc17Xc	1179722	QmaHrLfDr6J8D3HchWGFT8TjaeBoQsfU2mB4B9Tfj8MHAS	27635656
013543982-013546480	QmXvj8Czm4ZKUhegfHkBdjfkVSe5zRGaZPWmChpZLQzaEh	1048646	QmWrcvV65NTi9BxMkh6GSfVyma3NSFcZXNtXdt1PUettRV	26879804
013546481-013549030	QmaYGyYdMNJHYxtu56PQd2yWjUawJLGfiPd4sD6UPa11AN	1179722	QmaA1wy9tkqrnZyTNkdZzPkmrXbpQ6uG6piijUqwkwE9Le	27672352
013549031-013551572	QmcMFYVimG54jGCAQpwrastF7UAtNH8syYhJwdzDgDBuEg	1179722	QmQkpteVAGo7H89JVLuYUdjKVHb3ZjgZKo7UqgoPsM2edx	27294356
013551573-013554201	QmZVz2hinfzZ3a8MPNujGcQAoip55o1JYuYfznfPHpaBJf	1048646	QmaqCVUvWCUQBgWVs2cFe4tsHKYtAnpkiynSU6evBeEMXE	26371388
013554202-013556886	QmTeEfZmW3XtyaEknxMRPsscz1XpVizF8wscJkgskA7ZJf	1179722	QmWq8yQoKJXJFpig2pwsr1mJUoyMzkxVJ78yJptgw8Wqom	27547396
013556887-013559538	QmZ3rskqGLwqd6xAj7CoFLWuBEf1uvaAui4euYVu33g5m2	1048646	QmW2porAsPcmy1ZhEY1ANQvXz9ej8c7XVU3K38i5VD3ghd	26306864
013559539-013562228	QmPcmoDNWyEgdiEvYfXRikRPqQ6ukhnaYcoNdow13p2vp7	1048646	QmdRqDdXfJT1HsJrRwUPJ5KnqBZsAm71iz3KnE1uzet4F3	27037924
013562229-013565075	QmXCC1keWdtNrCWx4hzcpsLWzs3TQJGnd4TuRjyPSaik2t	1048646	QmZ6YJz6azth9vPzNXexpoxRLnUDFFQ8d1X5boakDj8sR5	26478848
013565076-013567871	QmUeL3h17koiw6yhm5pSktDWhj4xDNWT9UQKfPfUuM9ZTP	1048646	QmThAvprebU9dZTTjwoDviRDRi9ou96q8n5tkN66yWRZVo	26564096
013567872-013570581	QmSZD3cJEHHYLnxxYpuCromoRamNCwgSg5Lz1TKvbJiPZi	1179722	QmVTMQ1UWcwWDCfVPTtvNRzYqM2iWZnM5i3LBeFXEUT3HG	27390324
013570582-013573316	Qmemt6vjKFMZBpsxyn2UUMZM2yw1RPrHq1ccpouKX1nMuF	1048646	QmNuALVCcZoL9xyM1q4rEuJTrtpifxHwD5P2x9xecS49Wt	25982240
013573317-013575971	QmRMvadVxaWB88e82ZdkPj3F6n3B71hqGN4J1Z9iHk2Xga	1179722	QmeiMnDrKtQLhw4dxuAkFHjBrZoDqS8smd7aC46H3ARvRb	27379572
013575972-013578610	QmXqhnhfpFa6JePnbgakwry7ZApbWZSR8LDW6BhjbSy2Pb	1048646	QmRTmXBGRRfjyLw3Vi4YwJKvt5VinMb5f6XcX6WTeMyEKg	26691840
013578611-013581370	QmctVZ7V7vjM1Z9iUPDnWbhUoNDghGy2s9ALt625ohVxy9	1048646	QmdE3VzxiRmjXTLmJterTpEyWpcy24PnfPQnQaeuHXtJR5	26311792
013581371-013584021	QmQzo28m7uhY9mdDDqpisxGLnfTue87VcgG83UBvJVdqWK	1048646	QmSYRp5QojGedMzyzdyGUTP5fyq7CHKTsDL9XCE94AwUEQ	26529928
