range	bloomHash	bloomSize	indexHash	indexSize
013584022-013586660	QmcWHk2KSEbF7xP3eSntVCqtEWqruCrQ6GeAqD51UEYAbH	1048646	QmRfUp5aaqAyg5xoBp4xAV5GMx2nEgG9B28zbJvTSKyedT	26525540
013586661-013589279	QmRyFSfkBmC717d1QXAPi2Z49X4923P2z2VfUk1ghfPQjD	1179722	QmSKfQ61xY8dTNwXpSLYujuaGpGDEeLnMqEzvgozGeohWH	27236296
013589280-013591833	Qmcmo4aYZvQ7bJWQMr3Wk61jaaa5YDAGTvEnnUdDLVjmWq	1048646	QmPEV1zf7626GZUDLmiQpZWWiLUTVsCmkhAgbAyUPnZTHK	26287644
013591834-013594462	QmUMokdNBX33b3rugMehLKQVMvP1Mu36YSnTeTDoiMHJ8Y	1048646	QmeiRJ7HYzVVfHeX3T1AHVmDZ8t5MRyd8iYA3LMr8q8RVG	26860328
013594463-013597131	QmTF2141X2bjY26wCd3Ccb7Gtpuh8XCWJBPuvbSyTRcxtR	1048646	QmerUaynE2FdWqtC3r8dkygZ9U3vtJG4Cut5F6SXRSYYLP	26456720
013597132-013599806	QmeHNJNXwLUmwVSZSUfzxAkbPyesyguK8NEpAL73EjUsHf	1048646	QmXiCNQ1tX9RY7CBuYhzwGNwAyytUTuzm4iPy5qxk9aSwT	26329016
013599807-013600000	QmWwqW8o2DeA2tr9DRoRBb33qqRbcMpVzXQCFgEGcH8JBK	131114	QmbgWtnZju5u9BB3QbJpStNTBDLUVVnfigwT68gZ8Uh2JK	2268600
013600001-013602642	QmcJjHxjDAxQ8SXugyUUwdzzhEfygVfKSybtQkiQ1gNmJM	1048646	QmQ9gkF8dPMc6tHVQpxrrM3w9hbeRTGhwEMR8chM2xHRA8	26890568
013602643-013605447	QmUvRNnEEtVqVtJP1jHPuGQAq5TRuoUdzJ6BBWYiWmXUMW	1048646	QmSwDFt6i4g8J1UaUMDkRp7pMw7QfyAJQmmAhdrVB8qFTG	26274800
013605448-013608117	QmSfaXeUwstqsrYhytLKDEVpsmr2NcUQc4dCwD8ksiNsiK	1179722	QmQRWEEbo62GRSRZxvHohw8hbJo1FV6LwD47YJQvq5BHrq	27556664
013608118-013610836	QmRLTG737s9GoNBoXgbKNCjvq79Fhf1HqX4qDcqU4Bo1Nh	1048646	QmaX7zetihQsqXviraUULJimk7sSdrsXRWgZujtfUr18AA	26593496
013610837-013613566	QmPxt83V5jkPuxBJWnrLHG1iJ4dFPyWaBbGtPiFzCpzrWa	1048646	QmYsfogemVd2nDTYBG3mbTtPPBs8ibWnJmWckAmpLk43Zk	27052736
013613567-013616319	QmZQ3RAr9tDAtCHqsWxtZ5UNCUN4YruTjt7mCcsS7DjvgB	1048646	QmfDSac7dzceujPFiH6bRZeTCcKkGVQsXtTdqHHNJpzFBP	26901208
013616320-013619106	QmXSWez8R3RccppPiDWFgME318U7n3Nqy4FAN7T5mUTCLD	1048646	QmQTGBGpnUNY8iqodrgEqrpFQbuqUnEwakKDMNHXVVWr7K	26901464
013619107-013621759	QmYcKRmH1T4XRYrNsVWtTWNfxzguKQ9h6wCThQK67BPFZ3	1048646	QmXC7TFnu4BMjerf4aH5HS8St6tq5WMBgbMFf9PGS9N147	26726300
013621760-013624385	QmVDFxCT6KsSDGpfQwRDm2XiDW1ZWZJXxBmVuZqeTceijK	1048646	QmYsrY1HXBHsCyyFAV8oxZpRTreXrGkSG2XnSXpeEygFzX	25887440
013624386-013626929	QmTZCfGPwhR5p1c7zC3mEdvHMncrEBdycFpG1KQDQ3rcLE	1179722	Qmf3xKaKNVRmzNGfhACnhBsi35tHioQA6ViPx6f9VF8Jgj	27345804
013626930-013629561	QmXp8u2Y9CVcHRDLaA5SwKQmqimtYGkbWSpcS2mmXvuoTY	1048646	QmeXUwd78C1i78ZGGcEWQ5BE6quKwgjwCzNr3DdioUUgcm	26100196
013629562-013632268	QmcQ9MLDn84GVmMcSnTSW4FrrMzqftSv1zXE7X5pf8Lyqs	1048646	QmcDWAkrePWxHZ8ssmUQrkH3UGyAPHaEPSTjTpX6gTzKo8	26945108
013632269-013634802	QmStJExaAgeg2uWKpae6WHCqJzBsf3LSCT3FBXiNNHhoYh	1179722	QmeY2tGK3iPCNfJHpwoCywiAiPfVa2pRWq6tTFsQhYGSEf	28173680
013634803-013637438	QmVZQwhtH4m7bhZYYArs9GR7mAH3ywMJG81xjb3hQk6r7g	1048646	QmYmCDVo7QKiz2WLpLgspFvSxNXjc2QTiX9FGo5owxkAxK	25971704
013637439-013640080	QmZRVZcvZ2BfkKLNXT8Df4RaeFsprgZ281GWk2bsynEu51	1048646	QmWB4ddbte9WL2WFyorYYyBNyPSjQ6zc7jVZSoAhPvk7SV	26695964
013640081-013642821	QmdY1RmvJCmzHJxwYqw12id8QWtVQqXNkx4WZxicZt3gNg	1048646	QmSmWnjNyJmArAptoNwF6o2acAuh7eaBPkFjdNzDdTYdZy	25922600
013642822-013645499	QmQGrJdZDW57YVGSwPJEbubhzGyaQFUtjeQ2o1CZQ6CXhZ	1179722	QmdvpYvFfhtBnPJNJ9FUMadqKDSXcE9cyFv5jukW8MJ4r3	27793468
013645500-013648266	QmVTqMBh7LUhYLtvq86qAyytJ46Vtmoyjb23sU7ZWFsGgo	1048646	QmaEbCYbSFcQppe3C2CR4cN1HuMELTyexA4QvpmbKgfhP1	26180328
013648267-013651140	QmX9iwxKdoLoKnH5NQUG4UyFbvkWcqCeXoYgzDP9BpzRGg	1048646	QmVcdAc2bn3CwD4db3aumMcEQxiud6MpwnSrTmx88RyzH9	26521472
013651141-013654001	QmTZkpZWcYXAdS5MBkrjU8w47ibkBV5uYhdidkaEUEgDuv	1048646	Qmc6ASCY4ktVQM2h11SNMWmW1VZUxyY912f5KaCSzMdyYR	26618600
013654002-013656784	QmbVF6DTE8vuKcuPLCbhC32fsdtrVDtUyFZT8CNkrfMKw7	1048646	QmP79sh8JPME3x339XNWcApQ7gu2UenQ6F1hPRGpEHwWTi	26779208
013656785-013659397	QmQNwLUbATMzR6Z3oy2xwPV6xRZGTbxva4augnwdab5AUN	1179722	QmTzqC5cM45Ep4qR4eAfY9v1ebShdUEYF1fkmgTLHyWLVC	27860336
013659398-013662127	QmfRwhdXfcYyTV8HEB5F2RTroJc665RT61VC3zjFTxPem9	917570	QmXTvNGAaMggu8UTkfGJguPc199abgYan3Vg8iHsG7A3dA	25561476
013662128-013664951	QmRozSsrXCgFmcH2sx2UqUKF4z36Boxqey52RvALDLPtkW	1048646	QmbvCZb72vdKFaE8pLwKxRBozXhkG16h73F4TijGXkC5E5	26598152
013664952-013667770	QmY2gXoqRDN6qQTgQmouz6SvqqUDt9scFmae2dTUABCzru	1048646	QmRo1yQ6HrGzdSmF6nJoYaLw4hfdGEx4LDukmVZaXr6i1q	26109156
013667771-013670573	QmY6RqG5AW2GMdpF64jED4ujDaDgavn8J7PBCMLizGQ4Mu	1048646	Qmd3QzfQw5pY1tDm6Nnt2LM9RLDHjz1cpPPUQL9wPNtpm4	26921292
013670574-013673222	QmWnHUm1ca8HM9Vy6HNk4vCmBx2ujSMzqVSBDshFcZsi1m	1048646	QmbLk6A8qLgXkFSQte1w4ny4kPZp6UiUXdDKRSQ4pYnDzR	26285428
013673223-013675825	QmbPz4cdkUxygxWh6GJnrou2iyuvdaJ51c8YP4F6G2FskY	1048646	QmPprbBbZ9q7zr2Bxdr52E5oM22zVo8JahZsPWSJWGfupp	26055232
013675826-013678390	QmS5y5WehFu568hMVR29wMXCJiaqpUZn4aCqYWm4RQErkt	1048646	QmYJ7XFtUoYkLkdnAULbqWmMuwGpKsFR6PjixWu7sux6j5	26783820
013678391-013680996	QmZEz1cjy8f1NJCzeErvtYraxfevd5fffLiyoY4y1h9fKJ	1048646	QmUGoD2JbsGSkPrA97SYq2wMx1HtNqvuH8pQ6N1MSturD6	25926508
013680997-013683644	QmTgdAP9HGVSGC7aJo2UKzqd4x8wmDyNVt9WjHA6JNUB7f	1048646	QmZGsNfzjSTVr4DGFyJc7hqqWSJuquW6X1nGfsJBPZwaXR	26702360
013683645-013686233	QmNpQ6G3Y8ssewTNqdtCpM3sKmXhaFDMxc6RUDZXvrgXTZ	1048646	QmUJBrDdTfiNJummj218btN9o3AtijSqKq8vGzhYWjY7g5	26227784
013686234-013688859	QmTYxXPe1jHwnwWLjVaUTzRTWGPdeYNUShCphn4zBgE24i	1048646	Qmb9eWs8CPmdtN9Fb8FTELjDWUCVKq1Tia1BaaH2PcwdAJ	25963996
013688860-013691346	QmYA1ywPWc4hWhxL4umvtWoxy7Xc35F1i2jvf1YVqG1kZH	1048646	QmSpiX1vR6ojx3Sx6aTnHFaJGLQ4rUr7VozVdsi1aUpYpF	26621696
013691347-013694042	Qmep7LCqQAPMCiaqsiCtCXwnpLXAysrN8Hkqn1YM2XSHgs	1048646	QmQfrPkFxDtNhGWRQxJMa2Ta3Rxuqu1Uxtr2FhpJDxxmm3	25946880
013694043-013696835	QmTgZGuw9hYaotpL7MDhkTTDfYEDpZwmxBoa7t2u6AkAKJ	1048646	QmYZAv7D93KuMJkPFnRWxBSV7gFoWHWNaqyaW3o3eyQHji	26554808
013696836-013699682	QmSprSjigVsKJ27QRzPf37DSnNJDkt7ZCjxkvwLzDYQUev	1048646	QmUiVFTgCDoHJcC9gXkjg2JDbPzmRpHnyqk66a8Qg3obsT	26048212
013699683-013700000	QmXoEZmp1ofuGbiu9N31YH7mYod2AUyGTAciDM78BKcVMo	262190	QmNuZ5BbW7nQ76wpwT5nuxNfPiLSVtc7qWnvNjRUpdA9We	3479764
013700001-013702892	QmXTqGSFWYGXeyHEwjZrFRDDZxeNSJFtJ8TtkRKAF1mczm	1048646	QmSLNsZZqqGSbSLUSvcj9AmLWNv4WfAfQ4sa7sCs7YndbD	26648520
013702893-013705896	QmPap8RDA4Qi9PfoaP4vrgGYvy8c4aVoW7ZeKffemqiNP6	1048646	QmUnQffPbnAS7cyqWemPpxsszByTCBsPyVvq65LQ8Nye7f	25871748
013705897-013708637	QmUWRaVUrovKPAYDHfCfGtLAzh6JQEiRtTHNP5iDv1JB5f	1179722	QmTG1JBNfL1FiBnnXTHTFHz1eKpRNDtNxiUJdgKvN6ko5m	27405108
013708638-013711341	QmfBokSicT7CAzMvvSn2Lt1mMqrsrPmVAa5oruLY5kXcu5	1048646	QmUj9UDTLbKvRKoGruBuDme5VXjSe5NvXXAx8Fxj4kmtfJ	26810032
013711342-013714102	QmZAPyfubm9GRnG7G7ww6e8jJroEHSdCjbpzVEKTuUhgVF	1048646	QmT7XoQMeTgB4LmCPXAUWh9nJQaJ4KAf2T2UexdyRP2i12	27082496
013714103-013716713	QmbYA7PeYmAMzFXNZ9Z355WgHYsefhbnwqfM8zsSHH5PkL	1179722	QmQQ7e9rBp8hNzEGCs3kV6V1HKqrBRhpLyvMsFjJhm8vrB	27785428
013716714-013719729	QmU77L5oCFnJTP2vw53nRe87nkJgAkjgWAmaNwV87mtPwb	1048646	QmRYP8sjPEBXFfKPuCinHLcAMxGL39kZy4MwqQqTiGj8XC	26579164
013719730-013722487	QmXbZB8JL7ZPUhTm6dt4eQRqy3jey4nCRbkkH2amxpyY9J	1179722	QmSuR5cmLmsiLV4iZPbJScw4GHSHjb24UswHHN9vQaL7bW	27352768
013722488-013725241	QmUAg4XCKpuAFtJEq8Tz84nPpQtX8Vz9R1SBguxT4opWZy	1048646	QmYBon2fyLw5VYzpcbbLWJ3bBwLvb3oj64oRA4JETj545c	26478080
013725242-013727880	Qme6w59cXLN35yu7YKz265EQDAV27UjbxMhXJZiJWqC3c5	1310798	QmUysw6ye7akc5b88stpH19xLuxVoUCYbqZHzRtaXbLjsA	29003664
013727881-013730562	QmPT4Snv4hgUeW7CqEXJaCfBZF8dBSEQGqKNtVMj5oYvza	1048646	QmVJwBBuZkSro9QN1yqPMt48cYowxY3DzH58B1LHHsACoS	26377856
013730563-013733379	QmNUm97QdEuEq1cwqqQWrZHYAUDA5D9i4g4TWxcCnivnqx	1179722	QmYCiiAPQmeqrUGMuNq41g9mh93ZK6tWYfjGenECG578LK	27989172
013733380-013736086	QmborsbPpgsaKiiVe2ZiDKMZCcMiwoKzyonRFRAELJ9fef	1048646	QmP2UPrYRMi8DUKA2RMt8bJL5CWBcQScSorbg1B29AKUMc	26139684
013736087-013738757	QmPEcBEhnACT9xUk6q4jLxMU6mQaEDpAooYNeknRhh178r	917570	QmStUPHy8tZYxQDRUq7deL7KWEZg8rnavkcyjxngDTYDaH	25716100
013738758-013741332	QmdrVZFwgZSyA6Rom1DXwynTMjLHNQPfk6TmnrL64ZbvnT	1048646	QmavrYqfgyXFyrtCxUJDmfDr1xYXs7NcT4eqPVcnzjw6zY	26348160
013741333-013744244	QmeNjee8wtv47i26c6c1d49TzYUpHWUfgUQccKGNSvwRfo	1048646	QmQRjEEEtTEVWMh6XRjULtFanCpE4p397M2pPCidYRSiM6	26001476
013744245-013746942	QmXpkKyATB5jXgxeHyVTLmtAWWAVco9qGJEJsMZB1y9Zhn	1310798	QmWEtKhgT2L88r1JDDLP88DXAspyVSmuJrGkupNSQ9cUTQ	28994556
013746943-013749515	QmW9YLavCf5EPKoCTwZuoYbkQiYQ2KibMaRxg8mabHwhpv	1310798	QmU8H8HtqjhqCNe2FB8vkfPk8MtJff9s5m7VF73Sgn6s63	29971356
013749516-013752323	QmQ8kFv29kmdSip2cyfz3FLpcZ79XVGRk64yNrugR4QDF1	1048646	QmSgYqLSqyEuXNZai2DhNAFmb3ZV5dmW5c8fTzCGxpzdZC	27085328
013752324-013754983	QmdUFDTsk3PyjC3nctBgAAaAxtdZJBN8t6sqDWqMNyGNVZ	1048646	QmbruNWM9hCfsVxN2ixv6KZN38wya5VTrgsTJvxBdQizY9	26237716
013754984-013757904	QmUggSYcqdPP2RByTVebmVwSnBz1YtwrvK7bbe6RASGWDt	1048646	QmRg4mJKwRFc8ngdUhPUeEXbDqFhbXMWFKDs15y1xjGdFg	26897224
013757905-013760669	QmcsHALKucn1hXdbsQXM1FaFFBTKQjtprHxKwaSbSwHReZ	1048646	QmdPfhD8jza9sXsfzUQ7Qt75bxH7RZMhNp3AzA6Kky4nRm	26974644
013760670-013763404	QmSGMnrH4wKZYUbaEdnLJHEbhZhSBzT9ATsCEH7Dr6ae4B	1048646	QmZ68RcwJnPTLxeqKf2bd5kZKXSaTu4osBoGbUA2PwtarM	27113424
013763405-013766063	QmRe2tGrsdqFxxGKFAsZ1sW4yRBPRVSNGNiYsJqVfhFdoD	1179722	QmZirJA5G4VY5hDkC5XfytDS7aR8VWmaYjuExjqyd9zzed	27760452
013766064-013768832	QmPVgiAtinAjpN6ZzM2Ls3SNxEhCCEZM8j2mxvjRV5CYCF	1048646	QmcoWwXPAEyMAAoefKmyhvBn4uqnk9arqCpwD3ZQDN35bh	26316344
013768833-013771502	Qmaj2stPtGCuB79gfXbJHU2D6qS15c5EeNrx3xQyuQ9oNF	1179722	QmbgwLEVNZnE2GmsuVtfxsgzJuw9ZUrk37DVQqUaofUTsB	27429292
013771503-013774313	QmZFPQcnjN5XtEZhV98rensxtQCRDDtK47NGRuKDdomdzz	1048646	QmeyRUe3nMCnsrEfj2yLkUz9ZS4ZYtWrHkUQCxK7XkTfNc	26264032
013774314-013777099	QmUH9vn5gG2fPV7dPH6AfZ8dNr8q4QADsg9ba6ncoQqu9q	1179722	QmPgtcfnMptQ7huJbzJVhQ3qxwGJrXdRTrtThrFArewvTd	27681220
013777100-013779944	QmUa4k23QiaQh3CFxGNpWXYxqd6ivwej82r9Zq7RRsGxqL	1048646	QmRfSjgkF1P4KeduGWiisFrQMazkJDnWqeRuU3FvkNHFG4	26672964
013779945-013782838	QmUtkBLfzLLq6qEV2Tz6V2MNKhtBDty9U49pwTPEjtiZVE	1048646	QmTq6QDhjuTYzYyB9zazAYK15BQBWqdzYERgNeDsd8ythS	26674908
013782839-013785716	QmfA8rTtxqadQTgCGkvZYYNhN5EHWr97dLotDjMEDADZmh	1048646	QmTNRVpxxXnssz8GxrqpR2mcxWwmgtxTu77wSMZYgNymB9	26586936
013785717-013788823	QmRTyBh9MhLtP1eXsDGJFd5xsUMG6StkbbDSkrDu7ZxfPo	1048646	QmRNkSHhpWDvp5sQijfRg6wvaGvdj5rKGyWKnFMf8SW9y8	26486616
013788824-013791751	QmZcEL5cHVkdF1CFbLVGBPX6sDhFtG7KCUxzFnCYgnyZQx	1179722	QmQK36nnFc4ErvDFmS3itZ5i6dRNajer9JBhvBuGrDqsW1	27363864
013791752-013794792	QmNzTt5L5TBTn9ZUkw1hjFmJeCWqhcCNJv9Ezco2d115Bg	1048646	QmQnR3FwkDAFaP1aDSSNeYGrLQ7FKfP4faE4a7RU26wTxd	26557836
013794793-013797575	QmaW46Xd6xHiiWJEgC4urxVyDhifN9CZYLBEAsZYLSyshe	1179722	QmVUyqhHGNMmqkyKwqHPYJ6evzREsLSMPATWvgb23ZDxda	27339328
013797576-013800000	QmNigexBAmsw2Kd8tKZGxi71ckQkcFHBn6MDeEQeai2HsN	917570	QmVrcfdMJXZM6GiAPqgRZFkzXmuXf1gEPfd4g1tncfYUHL	23275384
013800001-013802978	QmVX7Cf76ds9isdMmFHGZms9eGXpgqgWivth5oWgFSWbdW	1048646	QmXEypY3NWMB8BYwJXtmrjvC5byn1Na97U2N6fbVtx3hFr	27197280
013802979-013805809	QmYb4VGsbo9pbBbSiHF19xLMJafRAhiADt8RJNLpUp53HY	1179722	QmWcTp4akvFKCWE8QoZTsx52ZmrUUKZBK5s6X5X3gsER37	27351520
013805810-013808609	QmQHpV9GjXysXJE8PCThXfXF4wqHxLTjpSMjMndVjnRfu7	1179722	QmX5mbVNE4AvNaxtKCV6SksmCiBTkScnB7BNSQQiQzX3ex	27226056
013808610-013811403	QmUtfxqhm5CQQZFttkYaWdw7b316NdHLYYXjX5TuSWdeL1	1048646	QmZRDpLwaWcw3bRukFdg5jPViLwiamHQE4bkqiyLnhq6mh	27132620
013811404-013814141	QmTiqcZqxeiKivUH17MuMtwKZVLBcNDJXm2ya8EW3mYdbB	1048646	QmQEFnxzsp2Kb6BHXLbPN8dcjHApVeqZPygYcjEorPRnNN	26795800
013814142-013817007	Qmaw22AeAyei3W61Wggktm1NcyyP39Vd48y2PzYxhfD52o	1179722	QmfLmsoGQFQHggznJvrM27uMV1cCyzdxneT76N4hLvs9Ly	27533724
013817008-013820277	QmVyFdrEK2ft9B3fuBARnqrDortgJ2H1cswnF2LvW7N2ea	1048646	QmREKV9TKk1VPJEY4jTsZBkCSCBGxaWvkZetwKs4DpFDWo	26551868
013820278-013823184	QmTZg8CG146TpPJBTorZP4cfT8nTmN1Km6DYPjCtYfWb38	1179722	QmVM44xpiVMrM9hmMMWBjrZrJ5RLjLypWyEXgRiKFGnBL8	27403448
013823185-013825978	QmYGJqX7Gi2F4yDLPyVf7uhLScgd3pnB1moNuEzqLyVK3G	1048646	QmcesbY6D6P6wVgqFa8rTvKQ4F7doqy6fFk7S4mXmcYPDV	26579264
013825979-013828907	QmaZpHj2o1vSAXoZhT6PyK4KsgAnYzseS52UztnteGmt59	1048646	QmUjX5ei4QRUWdzFRaGWRY34m9usXCmnfPGsu5vyj5eE2M	26847988
013828908-013831856	QmNyXFTdrwF2dfPvDYh4VKZVKsEXP1dxkyGDEUFUoAjqxB	1048646	Qmb8VgY3w2HNCrHkjxfzWLP3gd49iXKaF85n9gcBN4A58X	26467328
013831857-013834856	QmZEjhkFCpqQL2CekpD9BSvFNcFBDJBsVvrozDENmijRNj	1048646	QmTQy716f37F332zdXVGzadXsYxiPp9kJc7eetaY8TZFrA	26750724
013834857-013837833	QmQ294DRdHg8ML9P9XkvNmFC9g9jejqnqdU69Mo45oZsWQ	1048646	QmSQ6QGRSRL8Pf4eNx9WCWBKwxhoNxdbMR1M3KidoQJmEK	26843628
013837834-013840868	QmWs7z2ZA11VKBc9VjFkXdpRpnPPYNVG1XuYJctpVRa16x	1048646	QmXFSgfqwPB5U27yr9b3kg8PDiAupeKbKTW6j8VKHu2eVz	26191536
013840869-013843678	QmNbLD53fDSn2qefc5bu8ZK85hCqavVKhr6pNmhmUDSvCv	1179722	Qmc84XVUKnZskrg93Q24hAXyZM8n28JiSF5aKAyYF5KRnA	27382824
013843679-013846674	QmSMHweatcxfTjDbRTp8yTsktCPKs6uT2kX1xiFn8txf5Z	1048646	QmQpMnwFMBjiPsL3uwfws3YbA8CtfzXoDhHnkddVwRBftk	26177992
013846675-013849564	QmdRui3f9fE83BxvpY1JGthMVLzEgyyo6zqmaTsABjqQhi	1179722	QmXTuWgeTm9sdWKinPnqUttBBNjkT8P8abwFDxLJzAUwzh	27490676
013849565-013852530	QmT5KpxvJZUn3r1VimxZ5BgXVadhvcAy9o5czb456tt11Q	1048646	QmTMkpcktfiXhzP9VTEMRvFidkWryxQQ2PfkEqA19fYohN	26060420
013852531-013855381	QmSDdvqx6CQ7xaAki7L62gks5yu4B6hQYccei5YvykrGey	1179722	QmQYVoHRiv1Q9yo4cfy61PXRascmVoxySuCKKsLu8fR14t	27387856
013855382-013858221	QmfXeYjVUwv6jyqPFRwFMs75Vn8F4jGoKFiYgGX4XtdfzM	1048646	QmVsQ5PHwrUmerTqXnPAUxTAUDdz9BwQVY3yM2CySeBGuu	27145420
013858222-013861100	QmNd83CHT2qRpPLSgu4qVq6LhskrDdFzRWtyFaDgRnJSuY	1048646	QmQc7NocvdNyA4n434G3saX4gTBfggkmTiLgDczEhwHShp	26996888
013861101-013863864	Qma2iCvJMwmv6s4vZAWJLRE8GEpw11KdHCqVs8vsDCfpxm	1048646	QmcaKdjkGZ6covRvfZ4YPRyquVqUiyNGwfDMg7masm5nWs	26688528
013863865-013866649	QmSx5ScsHubejB9KMeZ2STxMBHfrwKQGzNhAZe7FckW1pn	1048646	QmUVe15JPRhbQaFyqas8McJeQYdJdvcnNJZQVPep3meQsw	26788652
013866650-013869378	QmaAW4pfh4o3BuFHrnie4hHqex6GR8hMcM98Gy1f7kfMo2	1048646	QmdfdcDkZZBcRyNr8wgrAfSfhZezHJ5zLtEfonZon8GJBj	27076052
013869379-013872092	QmSo25R6u7gU6ivqQJ6z7TdAXtqKktAYv6hH456jHup3eN	1048646	QmYb1Zhzm5ujoZf9VeEMgiSWbqX8hSugyGdP8CLKWEqSvQ	26332916
013872093-013874778	QmX8Eoa37VP2g4e79PcwNmXc2SkSy4YSm2SRJndgjd7kD2	1048646	QmXEWwMMrT292sqUbNyAz5ut36wJP5rPXKL5y4nYvmMM3T	25902024
013874779-013877548	QmRrbpvFv57ikCeb5eKzeSMvznVaBDu4HCCtCVw2ogxKjc	1048646	QmdLaWLsBuvrtpauZHEnMGLLo78QkUS94wRQE8u7C3ZCUZ	26094008
013877549-013880407	QmcgZQrVwd5QDyCA9yh2scVb7PybzEJLBawrevaLXLgjSs	1048646	QmZBy93qjzpGoQbntxWTZZjR8aPTEQbm7phBHjmJHdeQXp	26874708
013880408-013883211	QmRZMeGMfAvMqmksAbyN4Qvou8ccAhus74FJGucLEk65Ch	1048646	QmbPYT8N8yZazmdrqupZyL8cxq6jyE9dx5beb2ERfDX3wT	26467808
013883212-013886057	QmcGZGHCk9aePJeNxhNddD1ebgc5QcZ4U6872eRPaoLFn3	1048646	QmSmhfx3S9c6HAqRvKHfG7aSSi1Nq8iYz9yu2DSYSiWXfU	26144448
013886058-013888793	QmT8YcXybHEYz6brsAPNFxCpKXEZ5mFhw9PjHfRkauNrkt	1179722	QmNcKPe5EFLTvx7UcYrMJH9fXC8e4Tow2S5xXCmQJhZ1q4	27328416
013888794-013891597	QmTSJCxT3dbdid6tJrEeK7Tss7DwpiFLiqiAp8aS4bqfYo	1048646	QmZZed7CpjoceM5YFC3ErCJ7eCSg9b9FqoejF9VG18u7X9	26664252
013891598-013894473	QmTeE1eN3zD8jx7GiwEKPN3dgThxLmzcdisj7CuvzTPKhA	1048646	QmbRrTh2kSLVkDKm2zm46F9qZ5RDxkAWnHeWRBXzzA9gEk	26783092
013894474-013897219	QmQ5p65a7hShKj8rjYsQ6FCVT6NvFENSTu7RJECLFCzWux	1048646	QmUpJDaqof4MM22pMfmVZnALgEGZ2Q4JDZYUcoKDRmJZbR	26307088
013897220-013900000	QmPwVqUVahSE5PCRz1FdvfWNLBmreAd8a48kBn5WE58Sfu	1048646	QmTBip7Qazn3ofLk2mbxknyGtVUsp6wSafsZNKoVdfNmqg	25774680
013900001-013902863	QmS9ZYgLHGDfG3tRWpkFdR1ZTjfWMSKF2LaSfnEWCjA4M2	1048646	QmazszVxfipxD9b6SLEkSxvcaA3HUpVt6XFJWSu8mnjia8	26235404
013902864-013905659	QmQJV8Ux6CBSQDTBf871r8PkPfRJcytJTsmjCszJE69QJH	1048646	QmS7R8pjs1o3njGuUpi66v9oD1TTVxTd9zNNxxLoFjavhS	26729292
013905660-013908492	QmfTPUc7yH9XZVMHUvaSMswHX2i94ibZLKXk5Uhfa27vP6	1048646	QmTiQhDkFeBwcWAvADhrMyPUUDHDnikvmcKvqdPzsYyajj	27048704
013908493-013911285	QmdT8YcbqPXNirWvWqibP8E2ZQbaXUyWd6jjUkJHVqUQ3S	1048646	QmcFPAZkdiEUoNAEr5JjmJBbD2g5ihFmoxAzWMQDZ4yBmc	26405356
013911286-013914060	Qmdd45L3mBS4TjNkEu4Dd8PvEkM1eFNMkbe98GdQ4EtT38	1048646	QmYXKo9L8du9MaivXQghou4W9SvyWJ7RpQ5HJqsiHPbKWR	26981884
013914061-013916948	QmXRsNztTXeVA6M9eCsaJt18PW7z4ivv9WJZ7zm3gUqTCK	1048646	QmaySUAmkY4Ms8g5t3LaFJQ8yCTrfqgEqWuQi3hgqT72D3	26267640
013916949-013920094	QmUNgZTAY3vmuSqax7pE43PBrZ7AxEd2dVfRa8kKJtygLD	1048646	QmUbvdox6kX3ivNiggku9bnBMfRwmTSoNJHtuX94kw4Ysf	27050672
013920095-013922932	Qmcq8s1kvaaS37wL2rhHfEkFZy6XGoQH6Qn1F9ZL1LDDdQ	1048646	QmZHFbGpDGCgNW6Vn6eM5jxwy3V44xbx4YjL3dwLPBgCzV	26296276
013922933-013925851	QmXZao3tyK69ge8Qv5YdytARptPDbdkP52seB8HZu8Wm1R	1048646	QmcKZadqpEf6DGQo8VMGyuqrYnfLt4dngNuyTLov4jHsXN	26227616
013925852-013928835	QmRfGy5haTCkPLiLsTB9joFMh2D22AR65eSVnwYK6ct3qS	1048646	QmT91qDcySeEiwA8dPSJooiE34b8tULUUASnoir144kdFo	26611504
013928836-013931689	QmZqLfGAb6TFizwoti4DC8p1dRnK34rD9MYJgHAz1c5LfH	1048646	QmeHPdHj8vwyVqzoHLJdkgNfjGYDnyERaVKJ9NdJjWRFpd	26749860
013931690-013934425	QmfAfPvfzpJJjsq6MJ2JXJATuQYBzwAuZkpcHfdJK4fYJM	1048646	QmSUG9o3c3oFqU29cfkArcHwDjZ866TVDqUdcS7A28dV7o	27032216
013934426-013937354	QmZkJmaKxBc7VxKqcAgMSCZcJ6sUe84XHAmucaVAaLYfCp	1048646	QmTa81Hk67EM79GHKya7zmMw3xgwrMEEbvEJrkNEfmRjet	26741828
013937355-013940132	QmUj7CjWWZNGYgzDHr7qL2mdup8jHDUXP8x2saLKPVqJ4w	1179722	QmaXuibsPDKT2afdbYvkotgu3w2AZ9PzQ6XmJfDoPaF5MN	27490488
013940133-013943018	Qmam7RxwvaXjqPxWHHPYQQzBvn1khQLyBiZrBpDFKwhAEE	1048646	QmbPFdxuub355juBx9PmndsT5yfAiHaMA473ETGxE5NHCF	26608400
013943019-013945787	QmdhxCCbMyvixCTgoiYqM8yej7DRCbPQHH4ntxADtFncyz	1179722	QmQWKxJRCEu79J1HfcjzpzEV3E19r165QMCgazB11HFjBP	27353640
